VER,2.0.0,,,,,,,,,,,,,,,,,,,
SN,B00000000-00,,,,,,,,,,,,,,,,,,,
OFFSET_TX,0,0,0,0,,,,,,,,,,,,,,,,
OFFSET_RX,0,0,0,0,,,,,,,,,,,,,,,,
FCENTER,39,,,,,,,,,,,,,,,,,,,
COMDR,TX,Board,1,TBL,3.5,13,,,,,,,,,,,,,,
ELEDR,TX,Board,1,Range,5.5,,,,,,,,,,,,,,,
COMDR,RX,Board,1,TBL,-1.5,7.5,,,,,,,,,,,,,,
ELEDR,RX,Board,1,Range,6,,,,,,,,,,,,,,,
DR,-1.5,13.5,3.5,18.5,,,,,,,,,,,,,,,,
TEMPADC,Board,1,Value,1000,,,,,,,,,,,,,,,,
TC,Board,1,PARA,7,24,3,25,,,,,,,,,,,,,
COMSTEPDR,TX,Board,1,TBL,COM,0,GMAX,18.65515246,GMIN,12.23027199,,,,,,,,,,
COMSTEPDR,TX,Board,1,TBL,COM,4,GMAX,14.4033109,GMIN,8.006244323,,,,,,,,,,
COMSTEPDR,TX,Board,1,TBL,COM,8,GMAX,10.84666053,GMIN,4.434835994,,,,,,,,,,
COMSTEPDR,TX,Board,1,TBL,COM,12,GMAX,6.027980095,GMIN,-0.351929578,,,,,,,,,,
COMSTEPDR,TX,Board,1,TBL,COM,15,GMAX,2.8763347,GMIN,-3.468713707,,,,,,,,,,
COMSTEPDR,RX,Board,1,TBL,COM,0,GMAX,13.87069918,GMIN,7.465419167,,,,,,,,,,
COMSTEPDR,RX,Board,1,TBL,COM,4,GMAX,9.922035394,GMIN,3.523004608,,,,,,,,,,
COMSTEPDR,RX,Board,1,TBL,COM,8,GMAX,5.908035826,GMIN,-0.533037717,,,,,,,,,,
COMSTEPDR,RX,Board,1,TBL,COM,12,GMAX,1.380755084,GMIN,-5.03207285,,,,,,,,,,
COMSTEPDR,RX,Board,1,TBL,COM,15,GMAX,-2.489004556,GMIN,-8.893011725,,,,,,,,,,
